"toponym","index","more_one"
"Верхоталье","E7098",FALSE
"Верхоталья","E7099",FALSE
"Дворец","E7100",FALSE
"Дедов камень","E7101",TRUE
"Ново-Северк","E7102",TRUE
"Песков и Лес","E7103",TRUE
"Сет Фа-Дейк","E7104",TRUE
"Стан","E7105",FALSE
"Таргу","E7106",FALSE
"Тир","E7107",FALSE
"Фаддейка !","E7108",FALSE
"Хота","E7109",FALSE
"Юле","E7110",FALSE
"Юли","E7111",FALSE
"а Юля","E7112",TRUE
"версту коломенский","E7113",TRUE
"звездной Круг","E7114",TRUE
"красный пески","E7115",TRUE
"планета Марс","E7116",TRUE
"фаддейкин","E7117",FALSE
"Гетушка","E7118",FALSE
"Дед Мороз","E7119",TRUE
"Заготживсырье","E7120",FALSE
"Ростов Витя Черевичкин","E7121",TRUE
"Севка","E7122",FALSE
"Севкин","E7123",FALSE
"верховный Совет СССР","E7124",TRUE
"второй "" Б ""","E7125",TRUE
"город Т.","E7126",TRUE
"городок Т.","E7127",TRUE
"дальний - дальний Север","E7128",TRUE
"живых","E7129",FALSE
"такой знакомый , такой добрый и привычный …","E7130",TRUE
"хороший страна Болгария","E7131",TRUE
"честной дукли","E7132",TRUE
"Леський","E7133",FALSE
"Тюменка","E7134",FALSE
"отвести","E7135",FALSE
"слобода Затюменка","E7136",TRUE
"улица Герцен","E7137",TRUE
"улица нагорной","E7138",TRUE
"Анюта","E7139",FALSE
"Артемка","E7140",FALSE
"Город","E7141",FALSE
"Канарский остров","E7142",TRUE
"Качаевка","E7143",FALSE
"Невьянск","E7144",FALSE
"Первозаводск","E7145",FALSE
"Пермь Анют","E7146",TRUE
"Покровка","E7147",FALSE
"Свод","E7148",FALSE
"Сель","E7149",FALSE
"Тангоу","E7150",FALSE
"Тим","E7151",FALSE
"Тим -сель","E7152",TRUE
"Усть-Каменок","E7153",TRUE
"Чернореченский","E7154",FALSE
"Юрка Зырянов","E7155",TRUE
"баркентина ?","E7156",FALSE
"большой бухта","E7157",TRUE
"весь город","E7158",TRUE
"зелёный "" т- 34 ""","E7159",TRUE
"кода","E7160",FALSE
"мама","E7161",FALSE
"монотип","E7162",FALSE
"сель","E7163",FALSE
"сухопутный Усть-Каменск","E7164",TRUE
"тим","E7165",FALSE
"черный Речка","E7166",TRUE
"Георгий Лангустович","E7167",TRUE
"Приморский город","E7168",TRUE
"вечерний приморский","E7169",TRUE
"владькин двор","E7170",TRUE
"гошиный","E7171",FALSE
"приморский город","E7172",TRUE
"синекаменный","E7173",FALSE
"синекаменный бухта","E7174",TRUE
"таганрогский","E7175",FALSE
"три Адмиралов","E7176",TRUE
"Сана","E7177",FALSE
"ску-учно","E7178",TRUE
"Большой пушкарский","E7179",TRUE
"Вивальди","E7180",FALSE
"Гнома","E7181",FALSE
"Гномов","E7182",FALSE
"Девочка","E7183",FALSE
"Крони","E7184",FALSE
"Кронин","E7185",FALSE
"Ле","E7186",FALSE
"Музкомедия","E7187",FALSE
"варвара Николаевн !","E7188",TRUE
"войной сердце ураган корабль белый получущок","E7189",TRUE
"волькой","E7190",FALSE
"город Нарва","E7191",TRUE
"городской дворе","E7192",TRUE
"к а в а литр е рождение","E7193",TRUE
"к у в шод и н","E7194",TRUE
"какой пойти ?","E7195",TRUE
"мельничный Ручье","E7196",TRUE
"михайловский","E7197",FALSE
"путаница городской ландшафт","E7198",TRUE
"пушкарский","E7199",FALSE
"старо-Невский","E7200",TRUE
"тетя машина Васильки","E7201",TRUE
"этот зеленый Волькин","E7202",TRUE
"Вик","E7203",FALSE
"Вика","E7204",FALSE
"Гор","E7205",FALSE
"Гора","E7206",FALSE
"Гринев","E7207",FALSE
"Жизнь","E7208",FALSE
"Комбинат","E7209",FALSE
"Коса","E7210",FALSE
"Марте Ильинична","E7211",TRUE
"Марту Ильинична","E7212",TRUE
"Нижневартовск","E7213",FALSE
"Откос","E7214",FALSE
"Приморский ""","E7215",FALSE
"Троя","E7216",FALSE
"арестованный Квадрат","E7217",TRUE
"ближний Восток","E7218",TRUE
"большой Камней","E7219",TRUE
"второй слободский","E7220",TRUE
"длинный Генка","E7221",TRUE
"загранка","E7222",FALSE
"красный Армия ""","E7223",TRUE
"наш Лариса","E7224",TRUE
"наш Мишка","E7225",TRUE
"наш город","E7226",TRUE
"наш любимый местечко под название Откос .","E7227",TRUE
"некоторый кандидат в медалист , который долго еще собираться …","E7228",TRUE
"огненный Коса","E7229",TRUE
"полезный Ископаемое","E7230",TRUE
"полезный ископаемый","E7231",TRUE
"сам Комбинат","E7232",TRUE
"темно -вишневый "" Ява ""","E7233",TRUE
"xix век Россия","E7234",TRUE
"Александр ii","E7235",TRUE
"Бездна","E7236",FALSE
"Гейня","E7237",FALSE
"Гошка","E7238",FALSE
"Гошки","E7239",FALSE
"Европа xviii","E7240",TRUE
"Кремона","E7241",FALSE
"Лондон в герценовский вольный русский","E7242",TRUE
"Никольский скрыться","E7243",TRUE
"Россия xix столетие","E7244",TRUE
"Россия и за граница","E7245",TRUE
"белокаменный Китай - город","E7246",TRUE
"весь передовой Россия","E7247",TRUE
"гимназия здешний","E7248",TRUE
"город Спасск","E7249",TRUE
"городок Спасск","E7250",TRUE
"ее первопрестольный града Москва","E7251",TRUE
"казанский губерния","E7252",TRUE
"казанский да и иной губерния","E7253",TRUE
"лаишевский уезд","E7254",TRUE
"малоархангельский","E7255",FALSE
"могилевский губерния","E7256",TRUE
"настоящий Россия","E7257",TRUE
"нынешний Триворов","E7258",TRUE
"орловский","E7259",FALSE
"пятницкий","E7260",FALSE
"российский империя город Санкт-Петербург","E7261",TRUE
"сам университетский Кенигсберг","E7262",TRUE
"самый спасский уезда","E7263",TRUE
"село Бездна","E7264",TRUE
"серьезный","E7265",FALSE
"скрипка","E7266",FALSE
"спасский уезд","E7267",TRUE
"становый","E7268",FALSE
"сухареюка прекрасный город Кремона","E7269",TRUE
"тверской","E7270",FALSE
"Ёлина","E7271",FALSE
"Ёлино","E7272",FALSE
"Калинкин","E7273",FALSE
"Калинкино","E7274",FALSE
"Колина","E7275",FALSE
"Малинкин","E7276",FALSE
"гремучий бор","E7277",TRUE
"деревенька Ёлино","E7278",TRUE
"золотой Венчик","E7279",TRUE
"ёлино","E7280",FALSE
"белокаменный дворец !","E7281",TRUE
"новый Журавли","E7282",TRUE
""" Восток — Запад ""","E7283",TRUE
"Арвид","E7284",FALSE
"Бельведер","E7285",FALSE
"Больцано","E7286",FALSE
"Виндобон","E7287",FALSE
"Випплингерштрасс","E7288",FALSE
"Вождя","E7289",FALSE
"Восток — Запад ""","E7290",TRUE
"Габсбург","E7291",FALSE
"Гелльбрунн","E7292",FALSE
"Грац","E7293",FALSE
"Даугава","E7294",FALSE
"Зальцбург","E7295",FALSE
"Запад ""","E7296",FALSE
"Зингерштрасс","E7297",FALSE
"Инге","E7298",FALSE
"Иозеф Тракл","E7299",TRUE
"Карсав","E7300",FALSE
"Квин","E7301",FALSE
"Кегумс","E7302",FALSE
"Крустпилс","E7303",FALSE
"Лависа","E7304",FALSE
"Лайвинь","E7305",FALSE
"Латвия советский власть","E7306",TRUE
"Лиепов","E7307",FALSE
"Макси","E7308",FALSE
"Нидерландый","E7309",FALSE
"Райзнерштрасс","E7310",FALSE
"Рига красный Армия","E7311",TRUE
"Ринга","E7312",FALSE
"Саласпилс","E7313",FALSE
"Санкт-Пельтен","E7314",TRUE
"Тироль","E7315",FALSE
"Тренто","E7316",FALSE
"ЦРУ","E7317",FALSE
"Шенбрунн","E7318",FALSE
"Шенбрунна","E7319",FALSE
"Южносибирск","E7320",FALSE
"Южный Тироль","E7321",TRUE
"ваш родина Латвия","E7322",TRUE
"город Зальцбург","E7323",TRUE
"город Рига","E7324",TRUE
"гостиница","E7325",FALSE
"гражданин Латвийский республика","E7326",TRUE
"инсбрук","E7327",FALSE
"кавалерийский","E7328",FALSE
"курземский","E7329",FALSE
"курортный Лавис","E7330",TRUE
"магистрат !","E7331",FALSE
"маленький латвийский родина","E7332",TRUE
"местечко Лавис","E7333",TRUE
"наш милый добрый старый Вена","E7334",TRUE
"новый Форштадт","E7335",TRUE
"общество","E7336",FALSE
"озеро Хасан","E7337",TRUE
"пригород Зальцбург","E7338",TRUE
"прославить вальс Иоганн Штраус","E7339",TRUE
"республика Прибалтика на Запад","E7340",TRUE
"советский Прибалтика","E7341",TRUE
"убежденный ?","E7342",FALSE
"федеративный Республика","E7343",TRUE
"фрейлейн Инга","E7344",TRUE
"храм","E7345",FALSE
"этот Вена","E7346",TRUE
"Большой Земля","E7347",TRUE
"Бубунимапишм","E7348",FALSE
"Варвар","E7349",FALSE
"Жан-Филипп","E7350",TRUE
"Земля Тамерлан Степанищев","E7351",TRUE
"КГК","E7352",FALSE
"Лерай","E7353",FALSE
"Моби Дик","E7354",TRUE
"Пресептория","E7355",FALSE
"Серафина","E7356",FALSE
"Степанид","E7357",FALSE
"Степух","E7358",FALSE
"Степухи","E7359",FALSE
"Сусанин","E7360",FALSE
"Тамерлан","E7361",FALSE
"Управление мировой океан","E7362",TRUE
"Этна","E7363",FALSE
"Юрат","E7364",FALSE
"белый Пустоши","E7365",TRUE
"большой Земля","E7366",TRUE
"варя","E7367",FALSE
"гладкий","E7368",FALSE
"здешний млечный путь","E7369",TRUE
"коровий бухта","E7370",TRUE
"малый арнаутский","E7371",TRUE
"мираж","E7372",FALSE
"один Солигетти","E7373",TRUE
"она Пресептория","E7374",TRUE
"шесть "" с ""","E7375",TRUE
"Виолетт","E7376",FALSE
"Димки","E7377",FALSE
"Леночка","E7378",FALSE
"а ?","E7379",FALSE
"город Волгоград","E7380",TRUE
"и родной его Волга","E7381",TRUE
"нижегородский","E7382",FALSE
"свой Родина","E7383",TRUE
"сталинградский гэс","E7384",TRUE
"порядочный девушка с выбить зуб ?","E7385",TRUE
"с Виктория","E7386",TRUE
"человек , который нравиться совершать несправедливый поступок ?","E7387",TRUE
"Буланка","E7388",FALSE
"Женя","E7389",FALSE
"Край Свет","E7390",TRUE
"Найм","E7391",FALSE
"Наталья Владимировна","E7392",TRUE
"баня","E7393",FALSE
"володиный село","E7394",TRUE
"государственный граница","E7395",TRUE
"кухня","E7396",FALSE
"советский социалистический Республика","E7397",TRUE
"японский","E7398",FALSE
"КПСС","E7399",FALSE
"Лепестиньин жизнь","E7400",TRUE
"Лепестинья","E7401",FALSE
"Наталь Ванн","E7402",TRUE
"Наталь Ванна","E7403",TRUE
"Сева","E7404",FALSE
"Синегорье","E7405",FALSE
"Синегорья","E7406",FALSE
"деревянный развалюха !","E7407",TRUE
"игровой","E7408",FALSE
"кирюша , Кирюш !","E7409",TRUE
"красный Москва","E7410",TRUE
"Райфо","E7411",FALSE
"Амгун","E7412",FALSE
"Амура","E7413",FALSE
"БАМ","E7414",FALSE
"Белев","E7415",FALSE
"Героев","E7416",FALSE
"Дегтярев","E7417",FALSE
"Осинов","E7418",FALSE
"Парков","E7419",FALSE
"Порошкина","E7420",FALSE
"Урас","E7421",FALSE
"голубичный","E7422",FALSE
"деревня Голубичный","E7423",TRUE
"деревня голубичный","E7424",TRUE
"кривуна","E7425",FALSE
"речка Амгун","E7426",TRUE
"село Михайловка","E7427",TRUE
"Гагры","E7428",FALSE
"Галю","E7429",FALSE
"Гена !","E7430",FALSE
"Курбатов Константин","E7431",TRUE
"Речка Истра","E7432",TRUE
"Сашенька","E7433",FALSE
"быстрый река Истра","E7434",TRUE
"речка Истра","E7435",TRUE
"Аллергия","E7436",FALSE
"Звездочетов","E7437",FALSE
"Кира","E7438",FALSE
"Майю у Майи Башмакова","E7439",TRUE
"Мальвин","E7440",FALSE
"Речушка","E7441",FALSE
"Свердловск Элле","E7442",TRUE
"Симин","E7443",FALSE
"Суматохи","E7444",FALSE
"и первый этот теневой","E7445",TRUE
"карусель","E7446",FALSE
"крокодил Гена","E7447",TRUE
"никакой Руслан","E7448",TRUE
"один Андрей","E7449",TRUE
"этот Коля","E7450",TRUE
"Бегство","E7451",FALSE
"ГАИ Фокин","E7452",TRUE
"Диет","E7453",FALSE
"Заира","E7454",FALSE
"Оли Захарова","E7455",TRUE
"каспийский море","E7456",TRUE
"плавучий Дом Сойер","E7457",TRUE
"самый восьмое","E7458",TRUE
"самый пятое","E7459",TRUE
"самый третье","E7460",TRUE
"самый четвертое","E7461",TRUE
"Владимир Леонидович","E7462",TRUE
"Дуров","E7463",FALSE
"Северный Бразилия","E7464",TRUE
"Южный Мексика","E7465",TRUE
"баргузинский тайга","E7466",TRUE
"другой лес Урал","E7467",TRUE
"дуровский железный дорога","E7468",TRUE
"кашламский бор","E7469",TRUE
"нынешний Молдавия","E7470",TRUE
"советский город Новосибирск","E7471",TRUE
"каро-Дагский","E7472",TRUE
"Барон","E7473",FALSE
"щучий яма","E7474",TRUE
"Берег Раутан","E7475",TRUE
"Врангель","E7476",FALSE
"Леньки","E7477",FALSE
"Ник Палыч","E7478",TRUE
"Раутан","E7479",FALSE
"Северный морской путь","E7480",TRUE
"Черск","E7481",FALSE
"Черский","E7482",FALSE
"копнить","E7483",FALSE
"природа магаданский область","E7484",TRUE
"сумский область","E7485",TRUE
"петиный","E7486",FALSE
"старый Люкса","E7487",TRUE
"Бакуриани","E7488",FALSE
"ГТО","E7489",FALSE
"Гете","E7490",FALSE
"Катьк","E7491",FALSE
"Москва с Борис","E7492",TRUE
"Отрадный","E7493",FALSE
"Филиппины","E7494",FALSE
"великий русский Литература","E7495",TRUE
"катька","E7496",FALSE
"терема","E7497",FALSE
"электроника ""","E7498",FALSE
"Валдая","E7499",FALSE
"Коржи Новгородский область","E7500",TRUE
"Попугаев Вовка","E7501",TRUE
"бы ты чистый небо как МЫШОНОК ТЕРЕНТИЙ стать голутое еще немного терпений клад","E7502",TRUE
"гдетыгдеть","E7503",FALSE
"город Новгород","E7504",TRUE
"замечательный город Новгород","E7505",TRUE
"какой вова","E7506",TRUE
"над синий водой","E7507",TRUE
""" Галактика ""","E7508",FALSE
"Акадэмия","E7509",FALSE
"Афганистан","E7510",FALSE
"Березникий","E7511",FALSE
"Большой Смотра","E7512",TRUE
"Вещим Олег ""","E7513",TRUE
"Владимир Коралли","E7514",TRUE
"Воломин","E7515",FALSE
"Восстание и невский","E7516",TRUE
"ДЕВА","E7517",FALSE
"Дева Грез","E7518",TRUE
"Дубец","E7519",FALSE
"Исаакия","E7520",FALSE
"Исус","E7521",FALSE
"Кын","E7522",FALSE
"Ла Палом","E7523",TRUE
"Ла Палом ""","E7524",TRUE
"Ленинград Горгон","E7525",TRUE
"Лихтерфельд","E7526",FALSE
"Лысьва","E7527",FALSE
"Люблин","E7528",FALSE
"Марат Дянкин","E7529",TRUE
"Мария","E7530",FALSE
"Моабит","E7531",FALSE
"Невский","E7532",FALSE
"Окуловка","E7533",FALSE
"Опочинин","E7534",FALSE
"Пашин","E7535",FALSE
"Писатель Пе","E7536",TRUE
"Потсдам","E7537",FALSE
"Румыния , дойти свой ход от южный граница Польша до Варшава","E7538",TRUE
"Сан-Суси","E7539",TRUE
"Спасский","E7540",FALSE
"Таллинна","E7541",FALSE
"Ташкент дынь","E7542",TRUE
"Толедо","E7543",FALSE
"Торгсин","E7544",FALSE
"Трудящийся","E7545",FALSE
"Чудов","E7546",FALSE
"Чудово","E7547",FALSE
"Эль Греко","E7548",TRUE
"Южный Прага","E7549",TRUE
"бедный остров Корсика","E7550",TRUE
"блокада","E7551",FALSE
"боровой","E7552",FALSE
"в Люблин","E7553",TRUE
"великий октябрьский революция","E7554",TRUE
"величественный Понт дю Гар","E7555",TRUE
"вологодский область","E7556",TRUE
"гаванский","E7557",FALSE
"галактика "" Дянкин","E7558",TRUE
"город Альтштрелец","E7559",TRUE
"город Лысьва пермский область","E7560",TRUE
"город Потсдам","E7561",TRUE
"готовальни","E7562",FALSE
"грядущий Дева","E7563",TRUE
"деревня Глубокий","E7564",TRUE
"завод "" Коминтерн "" .","E7565",TRUE
"завод Кын заводчик Демидов","E7566",TRUE
"золотой Рыбки","E7567",TRUE
"изложить","E7568",FALSE
"калужский область","E7569",TRUE
"косой линия","E7570",TRUE
"крестовский остров","E7571",TRUE
"ленинградский Гавани","E7572",TRUE
"ленинградский Стрельн","E7573",TRUE
"ликовать город Люблин","E7574",TRUE
"маленький Финляндия","E7575",TRUE
"малый Вишера","E7576",TRUE
"мерцающий "" галактика","E7577",TRUE
"невский и Восстание","E7578",TRUE
"непокоренный град Китеж","E7579",TRUE
"ниловой пустыня","E7580",TRUE
"о тонна в е час а е тонна","E7581",TRUE
"паша","E7582",FALSE
"писатель Пе","E7583",TRUE
"поселок Кын","E7584",TRUE
"потсдамский лес","E7585",TRUE
"рязанский губерния","E7586",TRUE
"с подобный рождение а ш и в а ю","E7587",TRUE
"селецкий","E7588",FALSE
"средний","E7589",FALSE
"уральский поселок","E7590",TRUE
"царь Петр","E7591",TRUE
"Дра","E7592",FALSE
"Нетуш","E7593",FALSE
"забор спуститься на вода !","E7594",TRUE
"Бара","E7595",FALSE
"Брехой","E7596",FALSE
"Вул","E7597",FALSE
"Галерея Вечность","E7598",TRUE
"Закон Лес","E7599",TRUE
"Канава","E7600",FALSE
"Канава Брех","E7601",TRUE
"Канава Фарг","E7602",TRUE
"Канава к синий Фаргу","E7603",TRUE
"Край Синих Дубрав","E7604",TRUE
"Краю Льдов","E7605",TRUE
"Краю Льдов и Скал","E7606",TRUE
"Лес","E7607",FALSE
"Леса","E7608",FALSE
"Леший","E7609",FALSE
"Огонь Земля","E7610",TRUE
"Поляна","E7611",FALSE
"Поляна Поединков","E7612",TRUE
"Серой Росома","E7613",TRUE
"Синих Дубрав","E7614",TRUE
"Скал","E7615",FALSE
"Судьба белый сова","E7616",TRUE
"Утеса белый Сова","E7617",TRUE
"Фира","E7618",FALSE
"Холм Тревог","E7619",TRUE
"Шалаш","E7620",FALSE
"Шалаша","E7621",FALSE
"Эллада","E7622",FALSE
"беда Юркий и ловкий Хурт","E7623",TRUE
"белый Сова","E7624",TRUE
"белый камень","E7625",TRUE
"великий Болотный правило","E7626",TRUE
"великий болотный Правило","E7627",TRUE
"великий болотный правило леший","E7628",TRUE
"великий властелин Край Льдов","E7629",TRUE
"великий холодный Море","E7630",TRUE
"весь Лес","E7631",TRUE
"весь Леса","E7632",TRUE
"дальний Краев","E7633",TRUE
"дальний Край Льдов","E7634",TRUE
"древний Закон Лес","E7635",TRUE
"древний Кедр","E7636",TRUE
"древний Кедра","E7637",TRUE
"древний Кедро","E7638",TRUE
"ее черный Шалаш","E7639",TRUE
"казнительный Канава","E7640",TRUE
"наш Лес","E7641",TRUE
"наш густой старый Лес","E7642",TRUE
"но Лес","E7643",TRUE
"осенний Равноденствия","E7644",TRUE
"полный Луна","E7645",TRUE
"родной Лес","E7646",TRUE
"сам Вула","E7647",TRUE
"самый страшный Росомаха Хара","E7648",TRUE
"священный Закон Лес","E7649",TRUE
"синий Дубрав","E7650",TRUE
"синий Фарг и спокойный болотный - застойный тишина Канава","E7651",TRUE
"солнечный кристалл 1","E7652",TRUE
"старый Вергил","E7653",TRUE
"старый Лес","E7654",TRUE
"страшный Росома Хара","E7655",TRUE
"страшный Росомах Хара","E7656",TRUE
"тайный Совет","E7657",TRUE
"утес белый Сова","E7658",TRUE
"утренний Лес","E7659",TRUE
"черный Шалаш","E7660",TRUE
"черный Шалаша","E7661",TRUE
"черный Шалаша на Холма Тревог","E7662",TRUE
"член Совет","E7663",TRUE
"этот Лес","E7664",TRUE
"этот камень Беда","E7665",TRUE
"Березовская","E7666",FALSE
"Березовский","E7667",FALSE
"Бийский","E7668",FALSE
"Вик Вик-трыч","E7669",TRUE
"Галю молодой","E7670",TRUE
"Гудермес","E7671",FALSE
"Дей Чурт","E7672",TRUE
"Казахстан черноморский грек","E7673",TRUE
"Каланчевка","E7674",FALSE
"Кентау","E7675",FALSE
"Колькина","E7676",FALSE
"Люблино","E7677",FALSE
"Мос. область","E7678",TRUE
"Москве-е-","E7679",TRUE
"Новороссийски","E7680",FALSE
"Ногайя","E7681",FALSE
"ОРСе","E7682",FALSE
"Освенций","E7683",FALSE
"Осташков","E7684",FALSE
"Раменск","E7685",FALSE
"Регина Петровна","E7686",TRUE
"Сталин","E7687",FALSE
"Степанакерт","E7688",FALSE
"Сунжи","E7689",FALSE
"Сунжу","E7690",FALSE
"Томилин","E7691",FALSE
"Томилино","E7692",FALSE
"в его тайный , притягательный глубина","E7693",TRUE
"ведомость верховный Совет","E7694",TRUE
"весь этот Кавказ","E7695",TRUE
"грязненький Подмосковье","E7696",TRUE
"детский клиника номер шестнадцать город грозный ребята","E7697",TRUE
"дом -кирпичи , жереть калача !","E7698",TRUE
"истинный","E7699",FALSE
"коридор ,","E7700",FALSE
"настоящий рай","E7701",TRUE
"неведомый Кавказ","E7702",TRUE
"обнищать Подмосковье","E7703",TRUE
"равнинный Россия","E7704",TRUE
"раменский","E7705",FALSE
"речка","E7706",FALSE
"сибирский рай","E7707",TRUE
"станица","E7708",FALSE
"станица Березовский","E7709",TRUE
"хлеборезка","E7710",FALSE
"глава xiv","E7711",TRUE
"олений лес","E7712",TRUE
""" мечта "" заветный карта океан сказка","E7713",TRUE
"Второгодников","E7714",FALSE
"Капитанов","E7715",FALSE
"Ласточка два Пятнышко","E7716",TRUE
"Никуд","E7717",FALSE
"Санта– Мария","E7718",TRUE
"Сказка","E7719",FALSE
"архипелаг Большой Перемен","E7720",TRUE
"архипелаг больший Перемен","E7721",TRUE
"больший Перемен","E7722",TRUE
"глава vii Юг","E7723",TRUE
"нарисованный Черте","E7724",TRUE
"никуда","E7725",FALSE
"остров Капитанов","E7726",TRUE
"остров Пряток","E7727",TRUE
"остров больший Перемен","E7728",TRUE
"темнота","E7729",FALSE
"удивительный страна Мечта и фантазия","E7730",TRUE
"Бориска","E7731",FALSE
"Бориски","E7732",FALSE
"одный дне","E7733",TRUE
"порнить рубину с пукистый цвет","E7734",TRUE
"ранний вечерний Звезда","E7735",TRUE
"ранный вечерный звезда","E7736",TRUE
"Барбула","E7737",FALSE
"Лукоморье","E7738",FALSE
"але","E7739",FALSE
"National Game Park","E7740",TRUE
"Анадырск","E7741",FALSE
"Андрей Дориа","E7742",TRUE
"Арий камень","E7743",TRUE
"Аруш","E7744",FALSE
"Багамойо","E7745",FALSE
"Белов","E7746",FALSE
"Белова","E7747",FALSE
"Беломорье","E7748",FALSE
"Беринга","E7749",FALSE
"Болонье","E7750",FALSE
"Большерецк","E7751",FALSE
"Бухта Уая","E7752",TRUE
"Вардеб","E7753",FALSE
"Владивосток Белов","E7754",TRUE
"Владивосток Левковский","E7755",TRUE
"Дар-эс-Салам","E7756",TRUE
"Дара","E7757",FALSE
"Дежнев","E7758",FALSE
"Дориа","E7759",FALSE
"Ерасима","E7760",FALSE
"Жупаново","E7761",FALSE
"Измена","E7762",FALSE
"Изменный","E7763",FALSE
"Имаглин остров","E7764",TRUE
"Индепенденс - стрит","E7765",TRUE
"Камчатка и Колыма","E7766",TRUE
"Кидог","E7767",FALSE
"Кисивайо","E7768",FALSE
"Клара","E7769",FALSE
"Козыревский","E7770",FALSE
"Командор","E7771",FALSE
"Командорский остров","E7772",TRUE
"Курильский гряда","E7773",TRUE
"Лампожна","E7774",FALSE
"Ланц","E7775",FALSE
"Ленинград солнечный","E7776",TRUE
"Лета","E7777",FALSE
"Лужин","E7778",FALSE
"Мало-Курильск","E7779",TRUE
"Минин","E7780",FALSE
"Момахунин","E7781",FALSE
"Момбас","E7782",FALSE
"Морогоро","E7783",FALSE
"Мостовой и Нефедов","E7784",TRUE
"Мурманский","E7785",FALSE
"Мусом","E7786",FALSE
"Нката","E7787",FALSE
"Ньяса","E7788",FALSE
"ОКЕАн","E7789",FALSE
"Орле","E7790",FALSE
"Палощелье","E7791",FALSE
"Паша Коткин","E7792",TRUE
"Петропавловск-Камчатский","E7793",TRUE
"Прилеп","E7794",FALSE
"Провидение","E7795",FALSE
"Семейка","E7796",FALSE
"Танзания","E7797",FALSE
"Тарханов","E7798",FALSE
"Тархановка","E7799",FALSE
"Тарханово","E7800",FALSE
"Тов","E7801",FALSE
"Тринидад","E7802",FALSE
"Хаккодат","E7803",FALSE
"Хартум","E7804",FALSE
"Хоккайдо","E7805",FALSE
"Чучепала","E7806",FALSE
"Шикотан","E7807",FALSE
"Шойна","E7808",FALSE
"Шойня","E7809",FALSE
"Энтеббе","E7810",FALSE
"Южно-Курильск","E7811",TRUE
"Южно-Курильск Степняк","E7812",TRUE
"Юкон","E7813",FALSE
"большой каменный нос","E7814",TRUE
"бухта Измена","E7815",TRUE
"восточный Африка","E7816",TRUE
"восточный сторона то метра поверхстий район шлюпбалка","E7817",TRUE
"второй Речка","E7818",TRUE
"глава двадцать первая","E7819",TRUE
"глава четвертая","E7820",TRUE
"год Алма-Ата","E7821",TRUE
"город Артемовск","E7822",TRUE
"город Владивосток","E7823",TRUE
"город Мезень","E7824",TRUE
"далений дорог","E7825",TRUE
"дальневосточный","E7826",FALSE
"дальневосточный моряк","E7827",TRUE
"заакокурье","E7828",FALSE
"изменный","E7829",FALSE
"командор","E7830",FALSE
"куба","E7831",FALSE
"лайда","E7832",FALSE
"маленький городок Кидог","E7833",TRUE
"особенно койка","E7834",TRUE
"остров Беринг","E7835",TRUE
"остров Шикотан","E7836",TRUE
"охотский правление","E7837",TRUE
"поселок Никольское","E7838",TRUE
"префектура Хаккодат","E7839",TRUE
"рюкзак Аркадия","E7840",TRUE
"святой Гавриил ""","E7841",TRUE
"святой Петр ""","E7842",TRUE
"село Лиственничный","E7843",TRUE
"семь Камней","E7844",TRUE
"семь Камня","E7845",TRUE
"сонный благополучный Вардеб ?","E7846",TRUE
"столица Кения Найроби","E7847",TRUE
"суровый Канина Носа","E7848",TRUE
"танзания","E7849",FALSE
"фантастика","E7850",FALSE
"фин","E7851",FALSE
"шанхайский","E7852",FALSE
"шойна","E7853",FALSE
"Росянка","E7854",FALSE
"березовый лог","E7855",TRUE
"невский и литейный проспект","E7856",TRUE
"невский проспект","E7857",TRUE
"Беловод","E7858",FALSE
"Беловода","E7859",FALSE
"Беловода — карнауховский бор","E7860",TRUE
"Иволжино","E7861",FALSE
"Король","E7862",FALSE
"беловодовский лесничество","E7863",TRUE
"село Иволжино","E7864",TRUE
"старый Турция","E7865",TRUE
""" Б ""","E7866",FALSE
"Виорен","E7867",FALSE
"КЮТ","E7868",FALSE
"КЮТа","E7869",FALSE
"Лорд","E7870",FALSE
"РТП","E7871",FALSE
"команpировкаa","E7872",FALSE
"милиции -","E7873",FALSE
"племень "" тв ""","E7874",TRUE
"племя "" тв","E7875",TRUE
"трудновоспитуемый трудолюбивый и волевой делать …","E7876",TRUE
"Бебешка !","E7877",FALSE
"Гуникс","E7878",FALSE
"Уреченск","E7879",FALSE
"Урюпинск","E7880",FALSE
"Фабрео","E7881",FALSE
"бывший страна Дулярис","E7882",TRUE
"город Урюпинск","E7883",TRUE
"другой пута , который не перегрызть !","E7884",TRUE
"иностронный порту","E7885",TRUE
"королевство Дулярис","E7886",TRUE
"король Болдуин","E7887",TRUE
"красный Шапочка","E7888",TRUE
"настоящий чудовище !","E7889",TRUE
"наш "" освободитель","E7890",TRUE
"первый в страна","E7891",TRUE
"река Гуникс","E7892",TRUE
"свободу","E7893",FALSE
"совесть","E7894",FALSE
"страна Дулярис","E7895",TRUE
"страна Синих Гор","E7896",TRUE
"страна синий Гор","E7897",TRUE
"странкий голобой тумон возвращение в родной город","E7898",TRUE
"ясный неба Чих","E7899",TRUE
"наш грязный речка","E7900",TRUE
"Азанка","E7901",FALSE
"Асбест","E7902",FALSE
"Бочкарево","E7903",FALSE
"Вешнякий","E7904",FALSE
"Галкино","E7905",FALSE
"Добрино","E7906",FALSE
"Дырина","E7907",FALSE
"Емельяшевка","E7908",FALSE
